time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-5.762605206483737e-07,9.742825480865578e-08,10.00380128336338,0.00010550923371166476,0.0004625370625657155,0.0,-4.7193098997982264e-05,9.064038537858531e-06,0.1267030340926757,0.005062176176905579,0.019845319621200203,0.0,443.72089360674966,445.3467177182316,445.8412193057882,446.25451416173524
0.12000000000000001,-2.0556016641966462e-05,4.840929218684925e-06,10.018934381877306,0.0005236760211033697,0.0013138525837836923,0.0,-0.0007500913828920076,0.000194246935580921,0.37768380347021074,0.010534562062273356,-0.0006122003249984746,0.0,483.39720812250704,481.85331963686076,482.1064336028402,482.519553384004
0.18,-9.069623765579634e-05,2.9252230412058764e-05,10.043015595539242,0.0016326693189698815,0.0014923201090075722,0.0,-0.0015953450792792162,0.0007047252935279499,0.4250064341623619,0.030917457294615452,0.009325259363057795,0.0,420.0708235761645,420.9314913965168,418.6433179825808,420.41281869445845
0.23999999999999996,-0.00021806358159741587,0.00011094886840081749,10.070610040260732,0.003842567082544157,0.0015956713941411849,0.0,-0.002690137635170357,0.0022186740540358785,0.49477974156625704,0.0466063601927243,-0.021299463910507105,0.0,428.6784464247284,426.0685955891109,426.7675899636789,428.1050773716235
0.3,-0.00040865799272357494,0.0003378591040335195,10.104170366904299,0.006413891147315276,0.00019177167870143563,0.0,-0.003520764716493727,0.005631449347554322,0.6238344764711632,0.03403991238066752,-0.027965879348544404,0.0,446.22755944549994,445.683054032319,447.16066456656534,446.13694033682947
0.36000000000000004,-0.0006170688683571464,0.0008358588371854441,10.147518603297035,0.008086190741614985,6.281340673816992,0.0,-0.0032147869916620726,0.011188960045871523,0.8209839918751105,0.011184019185346894,-0.04989134278603302,0.0,467.45705013791076,465.74510124512386,468.57192009611776,466.79213160049136
0.4200000000000001,-0.0007542830084091862,0.0017011296382165332,10.202738316599504,0.00876956921391514,6.2789986273521805,0.0,-0.0010552489511828581,0.017731059589864005,1.019515525978091,0.011797744121366796,-0.02324245559933831,0.0,467.5135575521593,469.5842223627356,467.0896660275671,467.1373889826802
0.48000000000000015,-0.0007023275123823109,0.0029963797594525668,10.272217176963023,0.009694220089200734,6.277731961928589,0.0,0.0029560172643927395,0.02554716229863693,1.2961728657003366,0.02180266485361495,-0.017157300147364968,0.0,490.74606430893243,491.19753247846694,490.29299896936055,491.0355519931336
0.5400000000000001,-0.0003919660204683954,0.004765628852394633,10.356069266246564,0.01140446078957158,6.277355234591969,0.0,0.0074634317866012585,0.03360517682481259,1.4986511497043224,0.039341517848469655,0.009539368295337747,0.0,469.8336604690488,471.8988002498735,468.34982290691937,469.7119897747559
0.6000000000000002,0.0001644274577528038,0.007006324234930362,10.447284842298872,0.013649148415907142,6.277747780827642,0.0,0.011036785427872895,0.041299744448254926,1.5418080921058541,0.03324233666550672,-0.0002502843936720133,0.0,421.28350315366134,420.4361550404467,420.91940745720666,420.39203508241235
