epoch,phase,accuracy,loss
155,Training,0.5891000000000001,0.009184731144905091
156,Training,0.5921000000000001,0.00915583958029747
157,Training,0.5930000000000001,0.009152614462375641
158,Training,0.5884600000000001,0.00922221587896347
159,Training,0.5904,0.009146113322973251
160,Training,0.58864,0.009149313479661941
161,Training,0.5904600000000001,0.00915902882695198
162,Training,0.59026,0.00916090136885643
163,Training,0.59116,0.009131111407279967
164,Training,0.59272,0.009122049821615219
165,Training,0.5908800000000001,0.009159675217866897
166,Training,0.5913400000000001,0.009162659165859222
167,Training,0.5916,0.009133402721881867
168,Training,0.59152,0.009136004602909089
169,Training,0.59214,0.009102869628667831
170,Training,0.59272,0.009115828000307084
171,Training,0.59228,0.00916488219499588
172,Training,0.59148,0.009134663058519364
173,Training,0.59136,0.009127689555883408
174,Training,0.59436,0.009141357604265214
175,Training,0.5907600000000001,0.00910175607919693
176,Training,0.59386,0.009106727385520935
177,Training,0.59162,0.009114522686004638
178,Training,0.5935,0.00909279405593872
179,Training,0.5963400000000001,0.009097215249538422
180,Training,0.5935,0.009089264311790466
181,Training,0.59192,0.009117506012916565
182,Training,0.59314,0.009136302807331085
183,Training,0.59372,0.009131627435684204
184,Training,0.59518,0.009077383687496185
185,Training,0.5904400000000001,0.009111571393013001
186,Training,0.59436,0.009119481815099716
187,Training,0.59284,0.00908067128777504
188,Training,0.5916800000000001,0.009092238095998764
189,Training,0.5964200000000001,0.009104930007457733
190,Training,0.59186,0.00912470762848854
191,Training,0.59348,0.009101204795837403
192,Training,0.5965,0.009071873818635941
193,Training,0.59352,0.009064083040952683
194,Training,0.59372,0.009077284624576569
195,Training,0.59358,0.009068136477470397
196,Training,0.59682,0.009041234985589982
197,Training,0.5914400000000001,0.009089432892799378
198,Training,0.59418,0.009099451171159744
199,Training,0.5922000000000001,0.009111053825616836
200,Training,0.59592,0.009053543847799302
201,Training,0.5938800000000001,0.009034938662052154
202,Training,0.59436,0.009080156695842743
203,Training,0.59516,0.009099555209875107
204,Training,0.5962200000000001,0.009030896710157395
205,Training,0.5914200000000001,0.009086149662733078
206,Training,0.5936600000000001,0.009082069915533066
207,Training,0.59592,0.00908043270945549
208,Training,0.59326,0.009087030160427093
209,Training,0.5956800000000001,0.009066939886808395
210,Training,0.59604,0.009046769007444382
211,Training,0.5921000000000001,0.009090595726966858
212,Training,0.5936800000000001,0.009058511043787002
213,Training,0.59248,0.009120476974248885
214,Training,0.5940200000000001,0.009061726542711259
215,Training,0.59592,0.009064658132791519
216,Training,0.59636,0.00904482153058052
217,Training,0.5947800000000001,0.00905845962047577
218,Training,0.59418,0.009107787506580353
219,Training,0.5946600000000001,0.009060954028367997
220,Training,0.5952000000000001,0.00904112316250801
221,Training,0.59516,0.009037027864456176
222,Training,0.59828,0.009025263973474503
223,Training,0.5964400000000001,0.009071883738040925
224,Training,0.5924600000000001,0.009091330680847168
225,Training,0.59608,0.009008315713405608
226,Training,0.5956,0.009045575032234191
227,Training,0.59652,0.009081973161697388
228,Training,0.5939800000000001,0.009082127062082291
229,Training,0.5932000000000001,0.00912561949968338
230,Training,0.59572,0.00909517657995224
231,Training,0.5966400000000001,0.009059604160785675
232,Training,0.5985,0.009028080611228943
233,Training,0.5953400000000001,0.009068283942937851
234,Training,0.5935400000000001,0.009071035821437836
235,Training,0.5941000000000001,0.00908953680753708
236,Training,0.59528,0.009033090586662292
237,Training,0.5952200000000001,0.009030799201726914
238,Training,0.59394,0.009082528140544891
239,Training,0.5966400000000001,0.009053244177103043
240,Training,0.59262,0.009116485731601716
241,Training,0.59472,0.00905714581489563
242,Training,0.5934400000000001,0.009077431980371475
243,Training,0.59572,0.009062301182746887
244,Training,0.59682,0.008991113619804382
245,Training,0.5966400000000001,0.009033531591892243
246,Training,0.59296,0.009082013944387436
247,Training,0.59494,0.009073823888301849
248,Training,0.5963,0.00903369063615799
249,Training,0.5960000000000001,0.009038860211372375
250,Training,0.5957,0.009059645326137542
251,Training,0.59814,0.009033855314254761
252,Training,0.59782,0.009039321484565734
253,Training,0.5987,0.009016538895368575
254,Training,0.5957600000000001,0.009045794475078583
255,Training,0.59358,0.009053632332086564
256,Training,0.59628,0.009061689031124115
257,Training,0.59482,0.009026087156534196
258,Training,0.5926600000000001,0.009111406038999558
259,Training,0.5975,0.009021786477565765
260,Training,0.5965400000000001,0.009075928030014039
261,Training,0.59626,0.00903479241013527
262,Training,0.5995600000000001,0.009034597049951553
263,Training,0.59692,0.009034439730644226
264,Training,0.5997,0.009017889862060547
265,Training,0.5924400000000001,0.009051473306417465
266,Training,0.5951000000000001,0.009060643963813782
267,Training,0.5988600000000001,0.008997713255882262
268,Training,0.59492,0.009049556336402894
269,Training,0.59858,0.009030324509143829
270,Training,0.5972400000000001,0.009005313359498978
271,Training,0.5937,0.00904987840294838
272,Training,0.59414,0.009079980367422105
273,Training,0.59328,0.009062518606185913
274,Training,0.5967800000000001,0.009049593142271042
275,Training,0.5954400000000001,0.009061351999044419
276,Training,0.5953,0.009051378973722457
277,Training,0.5947600000000001,0.009024764996767043
278,Training,0.5964400000000001,0.009056482663154602
279,Training,0.59472,0.009026789675951004
280,Training,0.5953400000000001,0.009024793117046357
281,Training,0.5953400000000001,0.00908089320898056
282,Training,0.5976,0.008992535510063172
283,Training,0.5987800000000001,0.008964729685783386
284,Training,0.59494,0.009080885381698609
285,Training,0.59392,0.0090412728536129
286,Training,0.5934,0.009098477051258087
287,Training,0.59818,0.009007043027877807
288,Training,0.59702,0.009040903470516205
289,Training,0.5969000000000001,0.008987135745286942
290,Training,0.5964400000000001,0.009027300509214402
291,Training,0.59708,0.009066777331829071
292,Training,0.5952200000000001,0.009073670324087143
293,Training,0.5983400000000001,0.009021110776662827
294,Training,0.5964400000000001,0.00905989768743515
295,Training,0.5956400000000001,0.009055980262756348
296,Training,0.59272,0.00906536716580391
297,Training,0.59762,0.009050571892261505
298,Training,0.59414,0.009060868422985077
299,Training,0.59584,0.009039475400447845
300,Training,0.59828,0.008992634612321854
301,Training,0.59902,0.009041694802045822
302,Training,0.5969800000000001,0.009053342229127884
303,Training,0.5983200000000001,0.008998226889371871
304,Training,0.6006600000000001,0.009024799144268035
305,Training,0.5966600000000001,0.009035662010908127
306,Training,0.5952400000000001,0.009022026988267899
307,Training,0.5955,0.009053259400129318
308,Training,0.5977600000000001,0.009009263011217118
309,Training,0.5954400000000001,0.009020709519386291
310,Training,0.59338,0.009069604287147521
311,Training,0.59484,0.009065162899494172
312,Training,0.6009800000000001,0.008961630859375
313,Training,0.59796,0.009018013581037522
314,Training,0.59792,0.009028290784358978
315,Training,0.59516,0.009044557740688323
316,Training,0.5963400000000001,0.009012933566570283
317,Training,0.5966800000000001,0.0090252148771286
318,Training,0.5967600000000001,0.00901682410955429
319,Training,0.59718,0.00903084355711937
320,Training,0.5966600000000001,0.009035054272413254
321,Training,0.5936600000000001,0.009071137220859527
322,Training,0.5973400000000001,0.008996612731218339
323,Training,0.5953200000000001,0.009042593721151352
324,Training,0.59618,0.009017420011758804
325,Training,0.5959800000000001,0.009011992505788803
326,Training,0.59692,0.008987474451065064
327,Training,0.5947,0.00901175664782524
328,Training,0.59436,0.009052976588010788
329,Training,0.5953,0.009013859466314316
330,Training,0.5968600000000001,0.009006561093330383
331,Training,0.59708,0.009038661352396012
332,Training,0.5956600000000001,0.009067509353160858
333,Training,0.5960000000000001,0.009043857796192168
334,Training,0.59706,0.00902478524327278
335,Training,0.59472,0.009027570021152497
336,Training,0.59608,0.009034005914926528
337,Training,0.59528,0.00902730291366577
338,Training,0.59814,0.0089816697371006
339,Training,0.5973,0.009048245550394058
340,Training,0.5940000000000001,0.009066348989009857
341,Training,0.59694,0.009006244153976441
342,Training,0.5954200000000001,0.009036656960248947
343,Training,0.59728,0.009041155167818069
344,Training,0.5953200000000001,0.009077710627317428
345,Training,0.5926600000000001,0.009069026010036469
346,Training,0.5962200000000001,0.009014762073755265
347,Training,0.5966,0.008998664121627807
348,Training,0.5964600000000001,0.00904001292347908
349,Training,0.5998600000000001,0.009020440012216567
350,Training,0.5997,0.008996454557180405
351,Training,0.59702,0.009028925157785415
352,Training,0.59506,0.009025424685478211
353,Training,0.59218,0.009035349690914154
354,Training,0.59502,0.009052232649326324
355,Training,0.59628,0.009039401924610137
356,Training,0.59494,0.009024726531505585
357,Training,0.59748,0.009032066992521286
358,Training,0.59338,0.009027316467761993
359,Training,0.59926,0.008998194336891174
360,Training,0.59874,0.009001173981428147
361,Training,0.59462,0.009058128987550736
362,Training,0.59604,0.009015384123325348
363,Training,0.5959000000000001,0.00902677179813385
364,Training,0.59614,0.009004914113283158
365,Training,0.59758,0.009031418504714965
366,Training,0.59616,0.009037643752098083
367,Training,0.5944600000000001,0.009071602762937546
368,Training,0.5937800000000001,0.00905592393040657
369,Training,0.5947600000000001,0.009013012553453445
370,Training,0.5967600000000001,0.009029405363798142
371,Training,0.5992000000000001,0.008983714625835418
372,Training,0.59874,0.009013218538761138
373,Training,0.5976400000000001,0.009015738649368285
374,Training,0.5967600000000001,0.009011653274297714
375,Training,0.59486,0.009058209266662598
376,Training,0.59204,0.009065589658021928
377,Training,0.5973400000000001,0.009038168375492097
378,Training,0.59716,0.009042343415021897
379,Training,0.5952400000000001,0.009071543262004851
380,Training,0.5965600000000001,0.009068464632034302
381,Training,0.5940200000000001,0.009071434453725815
382,Training,0.5946400000000001,0.009049753633737565
383,Training,0.5938,0.009056456280946732
384,Training,0.5952200000000001,0.009065164655447006
385,Training,0.59752,0.008982724430561065
386,Training,0.59736,0.009014432972669602
387,Training,0.59816,0.009036439321041107
388,Training,0.5959800000000001,0.009042093535661697
389,Training,0.6000000000000001,0.008988534311056137
390,Training,0.5955400000000001,0.009033999860286713
391,Training,0.5981200000000001,0.009001336497068406
392,Training,0.59526,0.009043409774303436
393,Training,0.5975400000000001,0.00901521508693695
394,Training,0.5970000000000001,0.009061236064434052
395,Training,0.59448,0.009022999764680862
396,Training,0.59518,0.009014484024047852
397,Training,0.5957800000000001,0.009023138740062714
398,Training,0.5933,0.00909047391295433
399,Training,0.5941200000000001,0.00902615155696869
400,Training,0.59486,0.008986366767883301
401,Training,0.59336,0.009124724714756012
402,Training,0.59526,0.009067215716838837
403,Training,0.5958800000000001,0.009014168876409531
404,Training,0.5972400000000001,0.008989630970954895
405,Training,0.5986,0.009009860862493516
406,Training,0.5948800000000001,0.009022750111818313
407,Training,0.5985400000000001,0.008988686983585358
408,Training,0.5961200000000001,0.009027073721885681
409,Training,0.5966400000000001,0.009012074092626571
410,Training,0.5975400000000001,0.009028561614751816
411,Training,0.5954400000000001,0.009031417825222016
412,Training,0.5974200000000001,0.009042368640899658
413,Training,0.5956600000000001,0.009043307771682739
414,Training,0.5980800000000001,0.009015840263366699
415,Training,0.5970000000000001,0.00901349857211113
416,Training,0.5974,0.009028586567640304
417,Training,0.59384,0.009094193094968795
418,Training,0.59936,0.00898506334066391
419,Training,0.59636,0.008984606922864914
420,Training,0.5961000000000001,0.009036592160463333
421,Training,0.59602,0.00902334352374077
422,Training,0.5952400000000001,0.00905135689496994
423,Training,0.5929000000000001,0.009085156016349792
424,Training,0.59714,0.009010203875303269
425,Training,0.59684,0.008999286930561066
426,Training,0.5951000000000001,0.009069535150527955
427,Training,0.5955,0.009054540143013
428,Training,0.59704,0.009036063224077224
429,Training,0.59894,0.00900685527086258
430,Training,0.5989800000000001,0.008982334870100021
431,Training,0.59694,0.009041720179319382
432,Training,0.5966,0.009060101464986802
433,Training,0.5981200000000001,0.00901858897447586
434,Training,0.59958,0.008995562783479691
435,Training,0.5935600000000001,0.009060042587518692
436,Training,0.5944400000000001,0.009051697813272476
437,Training,0.59816,0.009010811626911164
438,Training,0.59674,0.0090442895424366
439,Training,0.5952400000000001,0.009027338174581527
440,Training,0.59428,0.009049362390041352
441,Training,0.5975400000000001,0.009046071300506591
442,Training,0.59702,0.00903428136587143
443,Training,0.59636,0.009049789900779724
444,Training,0.5966400000000001,0.009030943701267242
445,Training,0.59692,0.009034617049694061
446,Training,0.59404,0.009040350110530853
447,Training,0.5938800000000001,0.009042867156267165
448,Training,0.59618,0.009043757815361023
449,Training,0.5963200000000001,0.009046402328014375
450,Training,0.59936,0.009034169279336928
451,Training,0.5959000000000001,0.009031790435314178
452,Training,0.59794,0.009011283621788026
453,Training,0.5963,0.009008690501451493
454,Training,0.59628,0.009067807565927505
455,Training,0.5984400000000001,0.00901629234790802
456,Training,0.5967,0.009064470429420471
457,Training,0.5995,0.009005641425848008
458,Training,0.5978800000000001,0.009049548814296723
459,Training,0.5972400000000001,0.009048114815950394
460,Training,0.59736,0.008976322449445724
461,Training,0.5976400000000001,0.008999589639902114
462,Training,0.5978800000000001,0.00904689225912094
463,Training,0.5956,0.00905727623462677
464,Training,0.5949000000000001,0.00907500126004219
465,Training,0.5941000000000001,0.009086178584098816
466,Training,0.59674,0.009075400297641754
467,Training,0.5935600000000001,0.00907549042224884
468,Training,0.5988800000000001,0.009046166749000549
469,Training,0.5975600000000001,0.00903061982870102
470,Training,0.5972200000000001,0.00904512104511261
471,Training,0.59606,0.0090399371945858
472,Training,0.59592,0.00906161523580551
473,Training,0.5958600000000001,0.009029910579919816
474,Training,0.59774,0.009010025970935821
475,Training,0.5932200000000001,0.009077716645002365
476,Training,0.5962000000000001,0.00901496220946312
477,Training,0.5991000000000001,0.009019003401994706
478,Training,0.59792,0.009042069860696793
479,Training,0.59504,0.009054914138317108
480,Training,0.5964600000000001,0.009038763726949691
481,Training,0.5996600000000001,0.009022358043193818
482,Training,0.59618,0.009034599627256393
483,Training,0.59648,0.009013734483718873
484,Training,0.5982200000000001,0.009011819695234298
485,Training,0.5945600000000001,0.009059150512218476
486,Training,0.59694,0.009009922394752502
487,Training,0.59692,0.009076345108747483
488,Training,0.5950000000000001,0.009048842331171036
489,Training,0.5962200000000001,0.009068775777816772
490,Training,0.5955400000000001,0.009036376295089722
491,Training,0.59758,0.00903199486374855
492,Training,0.59636,0.009030150823593139
493,Training,0.59606,0.00904231983423233
494,Training,0.5963400000000001,0.009028937710523606
495,Training,0.59558,0.00904888418674469
496,Training,0.5946400000000001,0.009039820500612259
497,Training,0.59626,0.00899207192659378
498,Training,0.59702,0.009027716908454895
499,Training,0.5958600000000001,0.008983984776735305
500,Training,0.5962200000000001,0.009049642760753632
